age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
44,2,299197,1,10,4,13,1,4,1,0,0,45,37,0
42,3,240628,9,15,2,9,5,4,0,0,0,50,37,1
19,2,355313,0,9,4,6,1,4,0,0,0,40,37,0
27,2,132267,0,9,2,5,0,4,1,0,0,40,37,1
51,1,174861,1,10,2,10,0,4,1,0,0,40,37,1
28,3,142443,2,13,2,3,0,4,1,0,0,50,37,0
57,2,26716,2,13,0,2,1,4,1,0,0,45,37,0
45,1,185588,2,13,0,9,4,4,0,0,0,40,37,0
50,2,175029,4,11,2,9,0,4,1,0,0,40,37,1
34,3,34848,2,13,2,11,0,4,1,0,0,54,37,0
45,2,411273,8,4,2,2,0,2,1,0,0,40,37,0
73,1,143437,0,9,2,3,0,4,1,0,0,20,37,0
34,2,357145,2,13,2,9,5,4,0,0,0,50,37,1
31,2,236861,1,10,2,11,0,4,1,0,0,55,37,1
19,2,53355,5,7,4,11,1,4,1,0,0,12,37,0
25,2,29106,1,10,4,7,3,4,0,0,0,50,37,0
38,0,213274,4,11,0,2,4,4,0,6497,0,40,37,0
39,2,22463,2,13,2,13,0,4,1,0,0,40,37,0
23,2,180497,2,13,4,12,3,2,0,0,0,32,37,0
49,2,37306,0,9,2,6,0,4,1,0,0,40,37,0
33,0,137814,0,9,4,7,1,4,1,0,0,32,37,0
21,2,447488,13,3,4,6,2,4,1,0,0,38,24,0
31,2,220915,4,11,5,2,1,4,1,0,0,40,37,0
23,2,42251,2,13,4,3,1,4,0,0,0,45,37,0
34,2,162312,2,13,2,0,0,1,1,0,0,40,28,0
25,2,77698,0,9,4,6,1,1,0,0,0,40,28,0
39,2,282951,0,9,4,2,4,4,1,0,0,40,37,0
52,3,311259,0,9,2,11,0,4,1,0,0,40,37,1
63,1,65479,10,5,2,13,0,4,1,7688,0,40,37,1
41,2,277256,1,10,2,2,0,4,1,0,0,40,37,0
46,2,312088,2,13,2,9,0,4,1,15024,0,38,37,1
53,1,169719,0,9,2,3,0,4,1,0,0,40,37,0
18,2,96869,11,8,4,8,3,4,1,0,0,40,37,0
38,2,237943,9,15,2,9,0,4,1,0,0,50,37,0
55,2,119751,3,14,4,3,4,1,0,0,0,50,35,0
34,2,236861,0,9,2,12,0,4,1,0,0,40,37,1
80,4,201092,0,9,2,7,0,4,1,0,0,30,37,0
34,2,147215,4,11,0,12,4,4,0,0,0,60,37,0
52,2,152373,1,10,2,12,0,4,1,5013,0,40,37,0
42,2,227968,0,9,4,7,4,2,0,0,0,28,13,0
26,2,362617,1,10,4,11,1,4,0,0,0,40,37,0
31,2,103435,0,9,2,13,0,4,1,0,0,40,37,0
25,1,281412,0,9,4,7,3,4,0,0,0,35,37,0
55,4,105239,0,9,2,2,0,4,1,0,2057,60,37,0
19,2,230165,1,10,4,7,3,4,0,0,0,12,37,0
62,4,177493,1,10,2,13,0,4,1,0,0,32,37,0
22,0,104443,1,10,4,0,3,4,0,0,0,20,37,0
35,2,143385,0,9,2,5,0,4,1,0,0,40,37,0
28,2,107189,0,9,2,11,3,4,0,0,0,40,37,0
47,2,212944,0,9,2,13,0,4,1,0,0,70,37,1
44,5,138634,0,9,2,6,0,4,1,0,0,40,37,0
21,2,99970,1,10,4,11,3,4,1,0,0,15,37,0
35,2,203717,4,11,4,2,1,4,1,0,0,50,37,0
24,2,313956,2,13,2,9,0,4,1,0,0,40,37,1
28,2,193868,2,13,4,12,3,4,1,0,0,50,37,0
21,2,250939,1,10,4,6,2,4,1,0,0,35,37,0
62,0,57629,1,10,0,12,1,2,1,4650,0,40,37,0
39,2,281768,0,9,4,7,1,2,0,0,0,40,37,0
30,5,260782,0,9,4,7,1,4,1,0,0,40,37,0
72,4,243769,9,15,4,9,1,4,1,0,1429,20,37,0
50,2,109937,1,10,2,3,5,4,0,0,0,50,37,0
28,1,134890,3,14,4,9,1,4,1,0,0,40,37,0
29,2,100293,1,10,4,9,1,4,0,0,0,40,37,0
26,2,132179,2,13,4,0,3,4,0,0,0,40,37,0
27,2,116372,3,14,4,3,1,4,0,0,0,40,37,0
29,2,255412,1,10,2,5,0,4,1,3103,0,40,37,1
29,2,342400,7,6,2,2,0,4,1,0,0,25,37,0
31,2,169085,5,7,2,11,5,4,0,0,0,20,37,0
25,2,177221,0,9,2,3,0,4,1,0,0,75,37,0
58,2,65325,7,6,2,13,0,4,1,0,0,40,37,1
64,2,118944,1,10,2,3,5,4,0,0,0,40,37,1
46,5,149337,3,14,4,3,1,4,1,0,0,38,37,0
19,2,106183,0,9,4,7,3,0,0,0,0,35,37,0
42,2,226388,0,9,0,7,1,2,1,0,0,52,37,0
18,2,220754,5,7,4,5,3,4,1,0,0,24,37,0
58,3,204021,2,13,2,2,0,4,1,15024,0,50,37,1
20,2,347391,1,10,4,10,1,2,1,0,0,60,37,0
35,0,413930,0,9,2,2,0,4,1,0,0,40,37,1
32,2,174201,0,9,2,5,0,4,1,0,0,38,37,1
23,2,145917,0,9,4,5,1,4,0,0,0,25,37,0
31,2,241797,1,10,0,12,4,4,0,0,0,40,37,0
33,2,265168,2,13,2,11,0,2,1,0,0,55,37,0
41,2,171234,1,10,4,6,1,4,0,0,0,48,37,0
22,2,178452,0,9,4,6,3,2,1,0,0,40,37,0
46,2,157857,1,10,2,10,0,4,1,0,0,40,37,1
61,0,512864,1,10,2,13,0,2,1,0,0,40,37,0
30,2,296462,0,9,4,3,1,2,1,0,0,40,37,0
42,2,171615,0,9,2,3,0,4,1,0,0,55,37,1
63,2,214071,7,6,2,5,0,4,1,0,0,40,37,0
26,2,172421,1,10,2,11,0,4,1,0,0,40,37,0
42,2,195488,7,6,0,0,4,4,0,0,0,40,37,0
23,2,316841,1,10,2,7,0,4,1,0,0,40,37,0
25,2,236267,0,9,4,6,4,4,1,0,1590,40,37,0
30,2,236543,10,5,2,7,0,4,1,0,0,32,7,1
23,2,318483,0,9,4,11,3,4,1,0,0,40,37,0
34,4,163756,4,11,4,4,1,4,1,27828,0,60,37,1
30,2,238186,0,9,2,6,2,4,1,0,2057,48,37,0
39,2,329980,1,10,2,2,0,4,1,0,0,40,37,1
30,2,169269,5,7,4,5,2,4,1,0,1721,38,31,0
38,1,34744,1,10,0,0,4,4,0,0,0,38,37,0
26,2,98114,0,9,0,3,3,4,0,0,0,40,37,0
20,2,109667,1,10,4,5,3,4,1,0,0,16,37,0
33,2,147430,0,9,2,0,3,4,0,0,0,40,37,0
24,2,224238,2,13,4,0,3,4,1,0,0,40,37,0
42,3,212894,2,13,2,3,0,4,1,0,0,60,37,1
51,4,136708,0,9,2,11,0,1,1,3103,0,84,38,0
56,1,38573,6,12,2,12,0,4,1,0,0,45,37,1
22,2,197200,1,10,4,5,3,4,1,0,0,40,37,0
52,4,182796,1,10,2,4,0,4,1,0,0,60,37,0
44,2,184527,2,13,0,3,4,4,0,4934,0,45,37,1
34,2,145231,0,9,2,0,5,4,0,4064,0,35,37,0
51,2,43354,1,10,0,2,1,4,1,0,0,42,37,1
19,2,355712,1,10,4,11,1,4,0,0,0,25,37,0
37,2,98776,2,13,2,3,0,4,1,0,0,40,37,1
68,2,257557,0,9,2,6,0,2,1,0,0,40,37,1
22,2,102258,1,10,0,10,1,4,1,0,0,40,37,0
56,3,170287,2,13,2,3,0,4,1,0,0,40,37,0
37,2,243409,0,9,2,2,0,4,1,0,0,40,37,0
52,2,55608,14,2,2,6,0,4,1,0,0,40,24,0
26,2,248057,0,9,5,5,3,4,1,0,0,40,31,0
33,2,95530,3,14,2,9,0,4,1,0,0,50,37,0
45,1,54038,3,14,0,9,4,4,0,0,0,42,37,0
18,2,161245,5,7,4,7,3,4,1,0,0,15,37,0
43,4,388725,1,10,2,4,0,4,1,0,0,60,37,1
18,2,228216,0,9,4,5,3,4,1,0,0,20,37,0
57,2,78020,0,9,2,2,0,4,1,0,0,40,37,1
41,2,249254,0,9,0,0,4,4,0,3674,0,42,37,0
34,2,87218,3,14,2,3,0,4,1,0,1887,50,37,1
19,2,304299,0,9,4,11,4,4,0,0,0,40,37,0
44,2,196234,10,5,0,7,4,4,0,0,0,55,5,0
56,2,197875,7,6,6,7,4,4,0,0,0,40,37,0
36,3,48063,0,9,2,4,0,4,1,0,0,80,37,0
48,2,253596,2,13,0,3,4,4,0,0,0,48,37,0
29,2,39257,0,9,2,13,0,4,1,0,0,40,37,1
33,2,56150,2,13,4,2,1,4,1,2174,0,40,37,0
31,2,179415,13,3,2,7,0,4,1,0,0,40,24,0
39,2,252445,3,14,2,9,0,4,1,0,0,45,37,1
66,2,275918,0,9,2,3,0,4,1,10605,0,40,37,1
27,2,106562,2,13,4,9,1,4,0,0,0,50,37,1
39,2,198654,0,9,0,3,4,2,0,99999,0,40,37,1
59,2,107318,8,4,2,2,0,4,1,5178,0,50,37,1
26,2,181896,0,9,4,7,3,4,0,0,0,40,37,0
31,2,106014,4,11,0,2,4,4,1,0,0,40,37,0
23,2,197997,0,9,4,5,3,4,1,0,0,30,37,0
36,1,173542,0,9,0,0,4,4,0,0,0,40,37,0
34,2,207564,1,10,2,7,5,4,0,0,0,12,37,1
32,2,224462,0,9,2,13,0,4,1,0,0,84,37,1
37,2,123361,2,13,2,9,0,2,1,0,0,50,37,1
33,2,90409,2,13,4,11,1,4,1,0,0,45,37,0
50,4,165001,9,15,2,9,0,4,1,99999,0,80,37,1
32,0,149573,6,12,4,10,1,2,1,0,0,40,37,0
35,2,249456,2,13,4,0,3,2,0,0,0,40,37,0
37,2,149898,5,7,2,2,0,4,1,0,0,40,37,0
44,2,292985,1,10,0,2,1,4,1,0,0,60,37,0
57,2,50223,1,10,0,5,2,4,1,0,0,25,37,0
29,1,400074,1,10,2,3,3,4,0,0,0,40,37,0
55,2,197399,0,9,2,2,0,4,1,0,0,50,37,1
43,3,209547,9,15,2,9,0,4,1,0,0,25,37,1
43,2,52433,1,10,2,11,0,4,1,0,0,70,37,0
45,4,355978,1,10,2,11,0,4,1,0,0,60,37,1
33,4,48214,3,14,2,9,5,4,0,0,0,8,37,0
26,2,190873,7,6,0,7,4,4,0,0,0,40,10,0
23,2,278390,1,10,2,11,0,4,1,0,0,68,37,0
41,2,203217,8,4,5,2,1,4,1,0,0,40,24,0
24,2,279175,0,9,2,2,0,4,1,0,0,40,37,0
47,4,194590,2,13,2,11,0,4,1,0,0,44,37,0
34,4,198813,0,9,4,2,3,4,1,0,0,45,37,0
40,2,187294,0,9,2,3,0,4,1,0,0,40,37,1
28,2,302903,2,13,2,9,5,1,0,0,1485,40,37,0
24,2,154835,0,9,4,3,3,1,0,0,0,40,33,0
23,2,100345,0,9,4,2,2,4,1,0,0,15,37,0
43,4,126320,0,9,2,3,0,2,1,0,0,40,37,1
26,2,142226,2,13,0,12,1,4,0,0,0,40,37,0
58,4,112076,12,16,1,3,5,4,0,0,1485,35,37,1
52,2,225339,0,9,6,0,4,2,0,0,0,35,37,0
29,2,211208,5,7,2,13,0,4,1,0,0,99,37,1
47,2,200808,5,7,2,7,0,4,1,0,0,35,3,0
49,2,220618,0,9,0,0,4,2,0,0,0,37,37,0
40,2,210493,5,7,6,0,4,4,0,0,0,40,37,0
62,4,369734,0,9,2,0,5,4,0,0,0,40,37,0
49,2,27898,0,9,2,3,0,4,1,0,1977,55,37,1
50,2,138193,2,13,0,9,2,4,0,0,0,50,37,1
31,2,224234,0,9,4,13,3,2,1,0,0,40,37,0
48,1,188741,3,14,4,9,1,4,0,0,0,50,37,0
24,2,183772,0,9,4,2,4,4,0,0,0,40,37,0
37,2,79586,0,9,5,6,3,1,1,0,0,60,37,0
45,2,355781,2,13,2,3,0,1,1,0,0,45,22,1
36,2,116358,3,14,2,3,0,1,1,0,0,45,17,0
45,2,59287,2,13,2,3,0,4,1,0,0,40,37,0
41,2,138868,2,13,4,11,1,4,0,0,0,40,37,0
26,2,185885,6,12,4,12,2,4,0,0,0,20,37,0
17,2,40299,5,7,4,11,3,4,0,0,0,25,37,0
43,2,51494,0,9,2,6,0,4,1,0,0,65,37,0
35,2,179481,0,9,4,13,3,4,1,0,0,55,37,0
38,2,365907,2,13,0,0,4,4,0,0,0,40,37,0
26,2,284343,0,9,4,6,1,4,1,0,0,40,37,0
28,2,204862,1,10,4,3,3,4,0,0,0,40,37,0
38,2,272476,2,13,2,9,5,4,0,0,0,24,37,1
36,2,175130,5,7,0,13,4,4,0,0,0,40,37,0
33,2,118941,0,9,2,0,5,4,0,0,0,40,37,1
19,2,164339,0,9,4,5,3,4,1,1055,0,70,37,0
42,0,55457,7,6,2,0,0,4,1,0,0,40,24,0
50,2,280292,7,6,2,13,0,4,1,0,0,40,37,1
30,2,446894,0,9,2,5,0,4,1,0,0,30,37,0
37,5,67083,1,10,2,9,2,1,1,0,0,40,0,0
54,3,159219,9,15,2,9,0,4,1,99999,0,40,37,1
52,3,168539,2,13,4,3,1,4,1,0,0,40,37,0
33,2,150309,0,9,0,2,1,4,0,0,0,40,37,0
25,2,122999,1,10,4,12,2,4,1,0,0,40,37,0
24,2,302195,2,13,4,11,1,4,1,0,0,45,37,0
26,2,210982,4,11,5,0,4,2,0,114,0,40,37,0
39,2,177140,0,9,5,0,1,4,1,0,0,40,37,1
59,2,113838,0,9,0,7,1,4,0,0,0,40,37,0
29,2,97165,1,10,4,0,4,4,0,0,0,40,37,0
47,2,104301,5,7,4,7,3,4,0,0,0,45,37,0
64,3,115931,0,9,2,13,0,4,1,0,0,50,37,0
21,2,147280,0,9,4,7,3,3,1,0,0,20,37,0
32,2,185433,1,10,2,0,5,2,0,0,0,40,37,1
26,2,599057,0,9,4,3,1,2,0,0,0,37,37,0
62,4,71467,3,14,2,9,0,4,1,0,0,40,37,0
32,2,183977,2,13,2,2,0,4,1,0,0,55,37,1
45,4,196858,0,9,2,3,0,4,1,0,0,60,37,0
31,2,160594,2,13,2,3,0,4,1,0,1887,50,37,1
32,2,65278,0,9,2,0,0,4,1,2580,0,40,37,0
24,2,102258,2,13,2,11,0,4,1,0,0,40,37,0
25,2,196947,2,13,4,11,3,4,0,0,0,40,37,0
41,4,233150,0,9,2,3,0,4,1,0,0,60,37,0
18,2,42857,1,10,4,11,3,4,0,0,0,20,37,0
44,2,118059,12,16,2,9,0,4,1,0,0,55,37,1
40,2,169262,1,10,2,3,0,4,1,3411,0,50,37,0
27,2,95108,2,13,4,9,1,4,1,0,0,40,37,0
23,2,161092,2,13,4,0,3,4,1,0,0,40,37,0
21,2,345253,1,10,4,0,1,3,1,2174,0,40,37,0
37,5,111275,0,9,2,13,0,4,1,0,0,40,37,0
65,4,178878,0,9,2,4,0,4,1,0,0,48,37,0
43,0,157237,3,14,2,9,0,4,1,0,0,40,37,1
45,2,155664,0,9,4,0,1,4,1,0,0,44,37,0
24,5,322658,2,13,4,3,1,4,0,0,0,40,37,0
24,2,208503,1,10,4,6,1,4,1,0,0,42,37,0
19,1,223326,1,10,4,10,3,4,1,0,1721,35,37,0
37,2,20308,2,13,2,9,0,4,1,0,0,65,37,1
24,2,124751,0,9,4,0,3,4,0,0,0,35,37,0
34,2,113364,1,10,2,6,0,4,1,0,0,40,10,0
50,5,196900,0,9,2,7,5,4,0,0,0,39,37,0
36,2,168170,0,9,2,2,0,4,1,0,0,40,31,0
39,2,205338,2,13,2,11,0,4,1,0,0,60,37,0
44,4,98806,8,4,2,2,0,4,1,0,0,38,37,0
45,5,226452,0,9,2,7,0,4,1,0,0,40,37,0
32,5,479179,5,7,4,10,3,4,1,0,0,40,37,0
47,0,471990,3,14,2,3,0,2,1,0,0,40,37,1
50,2,44728,0,9,2,6,0,4,1,0,0,40,37,0
32,2,33117,4,11,2,7,0,4,1,0,0,40,37,0
19,2,264876,0,9,4,5,3,4,1,0,0,40,37,0
28,2,193122,0,9,0,11,2,4,1,0,0,50,37,0
39,0,149347,3,14,4,9,1,4,1,0,0,40,29,1
21,2,129172,1,10,4,7,1,4,1,2907,0,40,37,0
73,4,151255,1,10,6,4,1,4,0,0,0,75,37,0
39,2,98886,8,4,2,7,0,4,1,4508,0,40,24,0
25,2,238673,1,10,4,6,1,4,1,0,0,40,37,0
31,2,137991,1,10,1,11,5,4,0,0,0,20,37,0
51,2,85942,1,10,0,11,1,4,0,0,0,32,37,0
39,2,85783,2,13,2,0,5,4,0,0,0,28,37,0
31,2,174789,2,13,0,5,3,4,1,0,0,40,37,0
21,2,457162,1,10,4,11,3,2,1,0,0,17,37,0
46,2,176026,2,13,0,3,1,4,1,27828,0,50,37,1
73,2,88594,0,9,0,3,1,4,0,0,0,35,37,0
