age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
47,3,109832,0,9,0,3,1,4,1,0,0,60,38,0
43,2,237993,1,10,2,12,0,4,1,0,0,40,38,1
46,2,216666,13,3,2,6,0,4,1,0,0,40,25,0
35,2,56352,4,11,2,7,0,4,1,0,0,40,32,0
41,2,147372,0,9,2,0,0,4,1,0,0,48,38,0
30,2,188146,0,9,2,6,0,4,1,5013,0,40,38,0
30,2,59496,2,13,2,11,0,4,1,2407,0,40,38,0
48,2,149640,0,9,2,13,0,4,1,0,0,40,38,0
42,2,116632,12,16,2,9,0,4,1,0,0,45,38,1
29,2,105598,1,10,0,12,1,4,1,0,0,58,38,0
36,2,155537,0,9,2,2,0,4,1,0,0,40,38,0
28,2,183175,1,10,0,0,1,4,0,0,0,40,38,0
53,2,169846,0,9,2,0,5,4,0,0,0,40,38,1
49,3,191681,1,10,2,3,0,4,1,0,0,50,38,1
19,2,101509,1,10,4,9,3,4,1,0,0,32,38,0
31,2,309974,2,13,5,11,3,2,0,0,0,40,38,0
29,4,162298,2,13,2,11,0,4,1,0,0,70,38,1
23,2,211678,1,10,4,6,1,4,1,0,0,40,38,0
79,2,124744,1,10,2,9,2,4,1,0,0,20,38,0
27,2,213921,0,9,4,7,3,4,1,0,0,40,25,0
40,2,32214,6,12,2,0,0,4,1,0,0,40,38,0
18,2,309634,5,7,4,7,3,4,0,0,0,22,38,0
31,1,125927,8,4,2,4,0,4,1,0,0,40,38,0
18,2,446839,0,9,4,11,1,4,1,0,0,30,38,0
52,2,276515,2,13,2,7,0,4,1,0,0,40,4,0
46,2,51618,0,9,2,7,5,4,0,0,0,40,38,0
59,2,159937,0,9,2,11,0,4,1,0,0,48,38,0
44,2,343591,0,9,0,2,1,4,0,14344,0,40,38,1
53,2,346253,0,9,0,11,3,4,0,0,0,35,38,0
49,1,268234,0,9,2,10,0,4,1,0,0,40,38,1
33,2,202051,3,14,2,9,0,4,1,0,0,50,38,0
30,2,54334,10,5,4,11,1,4,1,0,0,40,38,0
43,0,410867,12,16,4,9,1,4,0,0,0,50,38,1
57,2,249977,4,11,2,9,0,4,1,0,0,40,38,0
37,2,286730,1,10,0,2,4,4,0,0,0,40,38,0
28,2,212563,1,10,0,6,4,2,0,0,0,25,38,0
34,1,226296,2,13,2,10,0,4,1,0,0,40,38,1
29,1,115585,1,10,4,5,1,4,1,0,0,50,38,0
48,4,191277,12,16,2,9,0,4,1,0,1902,60,38,1
37,2,202683,1,10,2,11,0,4,1,0,0,48,38,1
48,2,171095,6,12,0,3,4,4,0,0,0,40,8,0
32,0,249409,0,9,4,7,3,2,1,0,0,40,38,0
76,2,124191,3,14,2,3,0,4,1,0,0,40,38,1
44,2,198282,2,13,2,3,0,4,1,15024,0,60,38,1
47,4,149116,3,14,4,9,1,4,0,0,0,50,38,0
20,2,188300,1,10,4,12,3,4,0,0,0,40,38,0
29,2,103432,0,9,4,2,1,4,1,0,0,40,38,0
32,3,317660,0,9,2,2,0,4,1,7688,0,40,38,1
30,2,194901,5,7,4,5,3,4,1,0,0,40,38,0
31,1,189265,0,9,4,0,1,4,0,0,0,40,38,0
42,2,124692,0,9,2,5,0,4,1,0,0,40,38,0
24,2,432376,2,13,4,11,2,4,1,0,0,40,38,0
38,2,65324,9,15,2,9,0,4,1,0,0,40,38,1
56,4,335605,0,9,2,7,0,4,1,0,1887,50,1,1
28,2,377869,1,10,2,11,5,4,0,4064,0,25,38,0
36,2,102864,0,9,4,6,3,4,0,0,0,40,38,0
53,2,95647,10,5,2,5,0,4,1,0,0,50,38,0
56,3,303090,1,10,2,11,0,4,1,0,0,50,38,0
49,1,197371,4,11,2,2,0,2,1,0,0,40,38,1
55,2,247552,1,10,2,11,0,4,1,0,0,56,38,0
22,2,102632,0,9,4,2,1,4,1,0,0,41,38,0
21,2,199915,1,10,4,7,3,4,0,0,0,40,38,0
40,2,118853,2,13,2,3,0,4,1,0,0,60,38,0
30,2,77143,2,13,4,3,3,2,1,0,0,40,10,0
29,5,267989,2,13,2,9,0,4,1,0,0,50,38,1
19,2,301606,1,10,4,7,3,2,1,0,0,35,38,0
47,2,287828,2,13,2,3,5,4,0,0,0,40,38,1
20,2,111697,1,10,4,0,3,4,0,0,1719,28,38,0
31,2,114937,6,12,2,0,0,4,1,0,0,40,38,1
39,2,365739,1,10,0,2,1,4,1,0,0,40,38,0
28,2,69621,6,12,4,11,1,4,0,0,0,60,38,0
24,2,43323,0,9,4,7,1,4,0,0,1762,40,38,0
38,4,120985,0,9,2,2,0,4,1,4386,0,35,38,0
37,2,254202,2,13,2,11,0,4,1,0,0,50,38,0
46,2,146195,6,12,0,12,1,2,0,0,0,36,38,0
38,0,125933,3,14,2,9,0,4,1,0,0,40,19,1
43,4,56920,0,9,2,2,0,4,1,0,0,60,38,0
27,2,163127,4,11,2,0,5,4,0,0,0,35,38,0
20,2,34310,1,10,4,11,3,4,1,0,0,20,38,0
49,2,81973,1,10,2,2,0,1,1,0,0,40,38,1
61,3,66614,0,9,2,2,0,4,1,0,0,40,38,0
27,2,232782,1,10,4,11,3,4,0,0,0,40,38,0
19,2,316868,1,10,4,7,3,4,1,0,0,30,25,0
45,2,196584,4,11,4,9,1,4,0,0,1564,40,38,1
70,2,105376,1,10,4,12,2,4,1,0,0,40,38,0
31,2,185814,0,9,4,13,4,2,0,0,0,30,38,0
22,2,175374,1,10,2,7,0,4,1,0,0,24,38,0
36,2,108293,0,9,6,7,4,4,0,0,0,24,38,0
64,2,181232,5,7,2,2,0,4,1,0,2179,40,38,0
47,1,186009,1,10,0,0,4,4,0,0,0,38,25,0
34,2,198183,0,9,4,0,1,4,0,0,0,40,38,0
33,2,163003,2,13,4,3,2,1,0,0,0,40,29,0
21,2,296158,0,9,4,2,3,4,1,0,0,35,38,0
48,2,187715,0,9,2,2,0,4,1,0,0,46,38,0
23,2,214542,2,13,4,5,1,4,1,0,0,40,38,0
71,4,494223,1,10,5,11,4,2,1,0,1816,2,38,0
29,2,191535,0,9,0,2,1,4,1,0,0,60,38,0
42,2,228456,2,13,5,7,2,2,1,0,0,50,38,0
25,2,252752,0,9,4,7,4,4,0,0,0,40,38,0
44,3,78374,3,14,0,3,4,1,0,0,0,40,38,0
28,2,88419,0,9,4,3,1,1,0,0,0,40,8,0
45,4,201080,3,14,2,11,0,4,1,0,0,40,38,1
36,2,207157,1,10,0,7,4,4,0,0,0,40,25,0
39,0,235485,6,12,4,3,1,4,1,0,0,42,38,0
46,5,102628,3,14,6,10,4,4,1,0,0,40,38,0
18,2,25828,5,7,4,5,3,4,1,0,0,16,38,0
66,1,54826,4,11,6,9,1,4,0,0,0,20,38,0
27,2,124953,0,9,4,7,1,4,1,0,1980,40,38,0
28,5,175325,0,9,2,10,0,4,1,0,0,40,38,0
51,2,96062,1,10,2,11,0,4,1,0,1977,40,38,1
27,2,428030,2,13,4,2,1,4,1,0,0,50,38,0
28,5,149624,2,13,2,9,0,4,1,0,0,40,38,1
27,2,253814,0,9,3,11,4,4,0,0,0,25,38,0
21,2,312956,0,9,4,2,3,2,1,0,0,40,38,0
34,2,483777,0,9,4,5,1,2,1,0,0,40,38,0
18,2,183930,0,9,4,7,3,4,1,0,0,12,38,0
33,2,37274,2,13,2,9,0,4,1,0,0,65,38,0
44,1,181344,1,10,2,3,0,2,1,0,0,38,38,1
43,2,114580,1,10,0,0,1,4,0,0,0,40,38,0
30,2,633742,1,10,4,2,1,2,1,0,0,45,38,0
40,2,286370,8,4,2,6,0,4,1,0,0,40,25,1
37,0,29054,1,10,2,0,0,4,1,0,0,42,38,1
34,2,304030,0,9,2,0,0,2,1,0,0,40,38,0
41,4,143129,2,13,0,3,1,4,0,0,0,40,38,0
31,2,99928,3,14,2,9,5,4,0,0,0,50,38,0
58,5,109567,12,16,2,9,0,4,1,0,0,1,38,1
38,2,155222,1,10,0,6,1,2,0,0,0,28,38,0
24,2,159567,1,10,2,6,0,4,1,0,0,40,38,0
41,1,523910,2,13,2,2,0,2,1,0,0,40,38,0
47,2,120939,1,10,2,12,0,4,1,0,0,45,38,0
41,0,130760,2,13,2,12,0,4,1,0,0,24,38,0
23,2,197387,13,3,2,13,2,4,1,0,0,40,25,0
36,2,99374,1,10,0,2,1,4,1,0,0,40,38,0
40,0,56795,3,14,4,3,1,4,0,14084,0,55,38,1
35,2,138992,3,14,2,9,2,4,1,7298,0,40,38,1
24,4,32921,0,9,4,11,1,4,1,0,0,40,38,0
26,2,397317,3,14,4,9,1,4,0,0,1876,40,38,0
51,2,259323,2,13,2,3,0,4,1,0,0,50,38,1
42,1,254817,1,10,4,9,1,4,0,0,1340,40,38,0
37,5,48211,0,9,0,0,4,4,0,0,0,35,38,0
18,2,140164,5,7,4,11,3,4,0,0,0,40,38,0
36,2,128757,2,13,2,7,0,2,1,7298,0,36,38,1
35,2,36270,0,9,0,2,1,4,1,0,0,60,38,0
58,3,210563,0,9,2,11,5,4,0,15024,0,35,38,1
17,2,65368,5,7,4,11,3,4,0,0,0,12,38,0
44,1,160943,0,9,2,13,0,2,1,0,0,40,38,0
37,2,208358,0,9,2,2,0,4,1,0,0,40,38,1
35,2,153790,1,10,4,11,1,0,0,0,0,40,38,0
60,2,85815,0,9,2,2,0,1,1,0,0,40,38,0
54,3,125417,8,4,2,6,0,4,1,0,0,40,38,1
37,2,635913,2,13,4,3,1,2,1,0,0,60,38,1
50,2,313321,6,12,0,11,1,4,0,0,0,40,38,0
38,2,182609,2,13,2,11,0,4,1,0,0,50,30,0
45,2,109434,2,13,2,9,0,4,1,0,0,55,38,0
25,2,255004,7,6,4,2,1,4,1,0,0,40,38,0
31,2,197860,1,10,2,5,0,4,1,0,0,40,38,0
90,2,51744,0,9,4,7,1,2,1,0,2206,40,38,0
54,2,176681,0,9,2,0,0,2,1,0,0,20,38,0
53,1,140359,15,1,4,6,1,4,0,0,0,35,38,0
18,2,243313,0,9,4,11,3,4,0,0,0,40,38,0
66,4,167687,0,9,2,4,0,4,1,1409,0,50,38,0
75,2,314209,4,11,6,0,1,4,0,0,0,20,3,0
65,2,176796,0,9,0,0,1,4,0,0,0,40,38,0
35,2,538583,5,7,5,13,1,2,1,3674,0,40,38,0
41,2,130408,0,9,0,11,4,2,0,0,0,38,38,0
25,2,159732,1,10,4,0,1,4,1,0,0,42,38,0
33,2,110978,1,10,0,2,2,3,0,0,0,40,38,0
28,2,76714,9,15,4,9,1,4,1,0,0,55,38,1
59,5,268700,0,9,2,7,0,4,1,0,0,40,38,0
40,5,170525,1,10,4,0,1,4,0,0,0,38,38,0
41,2,180138,2,13,2,3,0,4,1,0,0,50,19,1
38,1,115076,3,14,2,3,0,4,1,0,0,70,38,1
23,2,115458,0,9,4,13,3,4,1,0,0,40,38,0
40,2,347890,2,13,2,9,0,4,1,0,0,40,38,1
41,4,196001,0,9,2,7,5,4,0,0,0,20,38,0
24,5,273905,6,12,2,10,0,4,1,0,0,50,38,0
38,2,179488,1,10,0,2,1,4,1,0,1741,40,38,0
58,2,236596,0,9,2,0,0,4,1,0,0,45,38,1
32,2,183916,0,9,4,7,1,4,0,0,0,34,38,0
40,2,207578,6,12,2,12,0,4,1,0,1977,60,38,1
41,2,112763,9,15,2,9,5,4,0,0,0,40,38,1
42,2,390781,2,13,2,0,5,2,0,0,0,40,38,0
59,1,171328,7,6,6,7,4,2,0,0,0,30,38,0
19,1,27382,1,10,4,0,3,4,1,0,0,40,38,0
58,2,259014,1,10,4,13,1,4,1,0,0,20,38,0
42,4,303044,0,9,2,4,0,1,1,0,0,40,0,1
20,2,117789,0,9,4,7,3,4,0,0,0,40,38,0
32,2,172579,0,9,5,7,1,4,0,0,0,30,38,0
45,2,187666,4,11,6,3,1,4,0,0,0,45,38,0
50,2,204518,8,4,0,2,1,4,1,0,0,40,38,0
36,2,150042,2,13,0,9,3,4,0,0,0,40,38,0
45,2,98092,0,9,2,11,0,4,1,0,0,60,38,0
17,2,245918,5,7,4,7,3,4,1,0,0,12,38,0
59,2,146013,1,10,2,11,0,4,1,4064,0,40,38,0
26,2,378322,5,7,2,2,0,4,1,0,0,40,38,0
37,3,257295,1,10,2,3,0,1,1,0,0,75,36,1
64,2,21174,0,9,2,3,0,4,1,0,0,40,38,1
33,2,185480,2,13,4,9,1,4,0,0,0,45,38,0
33,2,222205,0,9,2,2,5,4,0,0,0,40,38,1
61,2,69867,0,9,2,3,0,4,1,0,0,40,38,1
17,2,191260,10,5,4,7,3,4,1,1055,0,24,38,0
50,4,30653,3,14,2,4,0,4,1,2407,0,98,38,0
27,1,209109,3,14,4,9,3,4,1,0,0,35,38,0
30,2,70377,0,9,0,9,3,4,0,0,0,40,38,0
43,2,477983,0,9,2,5,0,2,1,0,0,40,38,0
44,2,170924,1,10,2,2,0,4,1,7298,0,40,38,1
35,2,190174,1,10,4,3,1,4,0,0,0,40,38,0
25,2,193787,1,10,4,12,3,4,0,0,0,40,38,0
24,2,279472,1,10,2,6,5,4,0,7298,0,48,38,1
22,2,34918,2,13,4,9,1,4,0,0,0,15,10,0
42,1,97688,1,10,2,2,0,4,1,5178,0,40,38,1
34,2,175413,6,12,0,11,4,2,0,0,0,45,38,0
60,2,173960,2,13,0,9,1,4,0,0,0,42,38,0
21,2,205759,0,9,4,5,3,4,1,0,0,40,38,0
57,0,425161,3,14,2,11,0,4,1,15024,0,40,38,1
41,2,220531,9,15,2,9,0,4,1,0,0,60,38,1
50,2,176609,1,10,0,7,1,4,1,0,0,45,38,0
25,2,371987,2,13,4,3,1,4,0,0,0,40,38,0
50,2,193884,8,4,2,2,0,4,1,0,0,40,6,0
36,2,200352,2,13,2,9,0,4,1,0,0,45,38,0
31,2,127595,0,9,0,9,1,4,0,0,0,40,38,0
29,1,220419,2,13,4,10,1,4,1,0,0,56,38,0
21,2,231931,1,10,4,11,3,4,1,0,0,45,38,0
27,2,248402,2,13,4,12,4,2,0,0,0,40,38,0
65,2,111095,0,9,2,13,0,4,1,0,0,16,38,0
37,3,57424,2,13,0,11,1,4,0,0,0,60,38,0
24,2,278130,0,9,4,2,3,4,1,0,0,40,38,0
38,2,169469,0,9,0,11,1,4,1,0,0,80,38,0
48,2,146268,2,13,2,0,0,4,1,7688,0,40,38,1
21,2,153718,1,10,4,7,1,1,0,0,0,25,38,0
31,2,217460,0,9,2,13,0,4,1,0,0,45,38,1
55,2,238638,0,9,2,11,0,4,1,4386,0,40,38,1
24,2,303296,1,10,2,0,5,1,0,0,0,40,24,0
43,2,173321,0,9,0,0,1,4,0,0,0,40,38,0
26,2,193945,6,12,4,12,1,4,1,0,0,45,38,0
46,2,83082,6,12,4,9,1,4,0,0,0,33,38,0
35,2,193815,6,12,2,0,0,4,1,0,0,40,38,1
41,3,34987,1,10,2,4,0,4,1,0,0,54,38,1
26,2,59306,2,13,4,11,1,4,1,0,0,40,38,0
34,2,142897,3,14,2,3,0,1,1,7298,0,35,35,1
36,4,205607,2,13,0,9,1,2,0,0,0,40,38,1
22,2,199698,1,10,4,11,3,4,1,0,0,15,38,0
24,2,191954,1,10,4,6,1,4,1,0,0,40,38,0
77,4,138714,1,10,2,11,0,4,1,0,0,40,38,0
22,2,399087,13,3,2,6,2,4,0,0,0,40,25,0
29,2,423158,1,10,4,12,1,4,0,0,0,40,38,0
62,2,159841,0,9,6,7,1,4,0,0,0,24,38,0
39,4,174308,0,9,2,3,0,4,1,0,0,40,38,0
43,2,50356,1,10,2,2,0,4,1,0,1485,50,38,0
35,2,186110,0,9,0,13,1,4,1,0,0,45,38,0
29,2,200381,5,7,4,3,1,4,0,0,0,40,38,0
76,4,174309,3,14,2,2,0,4,1,0,0,10,38,0
63,4,78383,0,9,2,4,0,4,1,0,0,45,38,0
43,2,187728,1,10,2,9,5,4,0,0,1887,50,38,1
58,4,321171,0,9,2,5,0,4,1,0,0,40,38,0
66,2,127921,0,9,4,13,1,4,1,2050,0,55,38,0
41,2,206565,1,10,4,2,1,2,1,0,0,45,38,0
26,2,224563,2,13,4,0,1,4,1,0,0,40,38,0
47,2,178686,4,11,4,7,1,4,1,0,0,40,38,0
55,1,98545,7,6,2,0,0,4,1,0,0,40,38,0
53,2,242606,0,9,2,13,0,4,1,0,0,40,38,0
17,2,270942,13,3,4,7,2,4,1,0,0,48,25,0
30,2,94235,0,9,4,2,2,4,1,0,0,40,38,0
49,2,71195,3,14,4,9,1,4,1,0,0,60,38,0
19,2,104112,0,9,4,11,4,2,1,0,0,30,13,0
45,2,261192,0,9,2,7,0,2,1,0,0,40,38,0
26,2,94936,6,12,4,11,1,4,1,0,0,40,38,0
38,2,296478,4,11,2,2,0,4,1,7298,0,40,38,1
36,5,119272,0,9,2,10,0,4,1,7298,0,40,38,1
33,2,85043,0,9,4,4,1,4,1,0,0,20,38,0
22,5,293364,1,10,4,10,3,2,0,0,0,40,38,0
43,4,241895,2,13,4,11,1,4,1,0,0,42,38,0
56,2,101128,6,12,3,7,1,4,1,0,0,25,19,0
31,2,156464,2,13,4,9,3,4,1,0,0,25,38,0
33,2,117963,2,13,2,3,0,4,1,0,0,40,38,1
26,2,192262,0,9,2,7,0,4,1,0,0,40,38,0
33,2,111363,2,13,2,3,0,4,1,0,0,40,38,1
46,1,329752,5,7,2,13,0,4,1,0,0,30,38,0
38,0,95432,0,9,2,0,0,4,1,0,0,40,38,1
65,2,161400,5,7,6,7,4,3,1,0,0,40,38,0
40,2,96129,4,11,2,12,0,4,1,0,0,40,38,1
42,2,111949,0,9,2,0,5,4,0,0,0,35,38,0
26,4,117125,10,5,2,2,0,4,1,0,0,40,31,0
36,2,348022,7,6,2,7,5,4,0,0,0,24,38,0
62,2,270092,3,14,2,9,0,4,1,0,0,40,38,1
43,2,180609,2,13,2,13,0,4,1,0,0,45,38,0
43,2,174575,2,13,0,3,1,4,1,0,1564,45,38,1
22,2,410439,0,9,3,11,1,4,1,0,0,55,38,0
28,2,92262,0,9,2,2,0,4,1,0,0,40,38,0
56,4,183081,1,10,2,11,0,4,1,0,0,45,38,0
22,2,362589,6,12,4,11,1,4,0,0,0,15,38,0
57,2,212448,2,13,0,3,1,4,0,0,0,45,38,1
39,2,481060,0,9,0,11,4,4,0,0,0,40,38,0
26,0,185885,1,10,4,0,4,4,0,0,0,15,38,0
17,2,89821,5,7,4,7,3,4,1,0,0,10,38,0
40,5,184018,4,11,2,6,0,4,1,0,0,38,38,1
45,2,256649,0,9,2,6,0,2,1,0,0,40,38,0
44,2,160323,0,9,4,2,1,2,1,0,0,40,38,0
20,1,350845,1,10,4,0,3,4,0,0,0,10,38,0
33,2,267404,0,9,2,2,5,4,0,0,0,40,38,0
23,2,35633,1,10,4,11,1,4,1,0,0,40,38,0
46,4,80914,3,14,0,3,1,4,1,0,0,30,38,0
38,2,172927,0,9,2,11,0,4,1,0,0,50,38,0
54,2,174319,0,9,0,13,1,4,1,0,0,40,38,0
46,2,214955,13,3,0,2,1,4,0,0,2339,45,38,0
25,2,344991,1,10,2,2,0,4,1,0,0,40,38,0
46,2,108699,1,10,0,11,1,4,0,0,0,40,38,0
36,1,117312,1,10,2,13,5,4,0,0,0,40,38,0
23,2,396099,0,9,4,7,1,4,0,0,0,25,38,0
29,2,134152,0,9,5,6,1,4,1,0,0,40,38,0
44,2,162028,1,10,2,0,5,4,0,0,2415,6,38,1
19,2,25429,1,10,4,0,3,4,0,0,0,16,38,0
19,2,232392,0,9,4,7,2,4,0,0,0,40,38,0
35,2,220098,0,9,2,7,5,4,0,0,0,40,38,1
27,2,301302,2,13,4,2,1,4,1,0,0,50,38,0
46,4,277946,6,12,5,2,1,4,1,0,0,40,38,0
34,2,196164,0,9,4,7,1,4,0,0,0,35,38,0
44,2,115562,1,10,2,12,0,4,1,0,0,40,38,0
45,2,96975,1,10,0,5,4,4,0,0,0,40,38,0
25,2,86872,2,13,2,3,0,4,1,0,0,55,38,1
52,3,132178,2,13,2,3,0,4,1,0,0,50,38,1
20,2,416103,1,10,4,5,3,4,1,0,0,40,38,0
28,2,108574,1,10,4,7,1,4,0,0,0,40,38,0
50,5,288353,2,13,2,10,0,4,1,0,0,40,38,1
34,2,227689,4,11,0,12,1,4,0,0,0,64,38,0
28,2,166481,8,4,2,5,0,3,1,0,2179,40,32,0
41,2,445382,3,14,2,3,0,4,1,0,1977,65,38,1
28,2,110145,0,9,2,0,0,4,1,0,0,40,38,0
46,4,317253,0,9,2,2,0,4,1,0,0,25,38,0
32,2,364657,1,10,2,3,0,4,1,0,0,50,38,0
41,1,42346,1,10,0,7,1,2,0,0,0,24,38,0
24,2,241951,0,9,4,5,4,2,0,0,0,40,38,0
33,2,118500,1,10,0,3,4,4,0,0,0,40,38,0
46,2,188386,12,16,2,3,0,4,1,15024,0,60,38,1
31,5,1033222,1,10,2,6,0,4,1,0,0,40,38,0
35,2,92440,11,8,0,2,1,4,1,0,0,50,38,1
52,2,190762,14,2,2,6,0,4,1,0,0,40,25,0
30,2,426017,5,7,4,7,3,4,0,0,0,19,38,0
34,1,243867,5,7,5,6,1,2,1,0,0,40,38,0
34,5,240283,0,9,0,13,4,4,0,0,0,40,38,0
20,2,61777,1,10,2,11,0,4,1,0,0,30,38,0
17,2,175024,5,7,4,5,3,4,1,2176,0,18,38,0
32,5,92003,2,13,2,3,5,4,0,0,0,40,38,1
29,2,188401,0,9,0,4,1,4,1,0,0,40,38,0
33,2,228528,7,6,4,2,4,4,0,0,0,35,38,0
25,2,133373,0,9,2,13,0,4,1,0,0,60,38,0
36,0,255191,3,14,4,9,1,4,1,0,1408,40,38,0
23,2,204653,0,9,4,5,1,4,1,0,0,72,5,0
63,3,222289,0,9,2,3,0,4,1,0,0,40,38,1
47,1,287480,3,14,2,9,0,4,1,0,0,40,38,0
40,4,204116,2,13,3,9,1,4,0,2174,0,40,38,0
30,2,29662,6,12,2,7,5,4,0,0,0,25,38,1
27,2,116358,1,10,4,2,3,1,1,0,1980,40,29,0
33,2,208405,3,14,2,9,0,4,1,0,0,50,38,1
34,1,284843,0,9,4,4,1,2,1,594,0,60,38,0
34,1,117018,1,10,4,10,1,4,0,0,0,40,38,0
23,2,81281,1,10,2,0,0,4,1,0,0,40,38,0
42,1,340148,1,10,2,0,5,4,0,0,0,40,38,0
29,2,363425,2,13,4,9,1,4,1,0,0,40,38,0
45,2,45857,0,9,0,0,1,4,0,0,0,28,38,0
24,0,191073,0,9,4,1,3,4,1,0,0,40,38,0
44,2,116632,1,10,2,9,0,4,1,0,0,40,38,1
27,2,405855,10,5,4,2,2,4,1,0,0,40,25,0
20,2,298227,1,10,4,11,1,4,1,0,0,35,38,0
44,2,290521,0,9,6,3,4,2,0,0,0,40,38,0
51,2,56915,0,9,2,2,0,0,1,0,0,40,38,0
20,2,146538,0,9,2,6,0,4,1,0,0,40,38,0
19,2,206399,0,9,4,6,3,2,0,0,0,40,38,0
45,3,197332,1,10,2,2,0,4,1,0,0,55,38,1
60,2,245062,0,9,2,2,0,4,1,0,0,40,38,1
44,4,234885,0,9,2,11,5,4,0,0,0,40,38,1
40,2,72887,4,11,2,6,0,1,1,0,0,40,38,1
30,2,180374,0,9,2,3,5,4,0,0,0,40,38,0
38,2,351299,1,10,2,13,0,2,1,0,0,50,38,0
23,2,54012,0,9,2,13,0,4,1,0,0,60,38,0
44,2,116632,6,12,4,4,3,4,1,0,0,40,38,0
54,1,288825,0,9,2,13,0,2,1,0,0,40,38,0
32,2,132601,2,13,2,9,0,4,1,0,0,50,38,0
50,2,193374,14,2,3,2,4,4,1,0,0,40,38,0
24,2,170070,2,13,4,12,1,4,0,0,0,20,38,0
37,2,126708,0,9,2,0,5,4,0,0,0,60,38,0
52,2,35598,0,9,0,13,4,4,1,0,0,40,38,0
38,2,33983,1,10,2,13,0,4,1,0,0,40,38,0
49,2,192776,3,14,2,3,0,4,1,0,1977,45,38,1
30,2,118551,2,13,2,12,5,4,0,0,0,16,38,1
60,2,201965,1,10,4,9,4,4,1,0,0,40,38,1
35,2,285020,0,9,4,2,1,4,1,0,0,40,38,0
30,2,303990,0,9,4,13,1,4,1,0,0,60,38,0
67,2,49401,4,11,0,7,1,4,0,0,0,24,38,0
46,2,279196,2,13,4,2,1,4,0,0,0,40,38,0
17,2,211870,10,5,4,7,1,4,1,0,0,6,38,0
22,2,281432,1,10,4,5,3,4,1,0,0,30,38,0
27,2,161155,7,6,4,7,1,4,1,0,0,40,38,0
23,2,197904,0,9,4,7,4,4,0,0,0,35,38,0
33,2,111746,6,12,2,2,0,4,1,0,0,45,31,0
